ponto,veic,situacao,tipo
594,"CHEV/SPIN","Regular","1"
595,"TOYOTA/COROLLA","Regular","1"
596,"CHEV/ONIX PLUS","Regular","1"
597,"VW/VIRTUS","Regular","1"
598,"FIAT SIENA","Regular","1"
599,"HYUNDAI/CRETA","Regular","1"
600,"CHEV/SPIN","Regular","1"
601,"TOYOTA/COROLLA","Regular","1"
602,"FIAT/PULSE","Regular","1"
603,"CHEV/SPIN 1.8","Regular","1"
604,"FIAT CRONOS","Regular","1"
605,"I/FIAT CRONOS","Regular","1"
606,"TOYTA/YARIS","Regular","1"
607,"RENOLUT/LOGAN","Regular","1"
608,"CHEV/ONIX PLUS","Regular","1"
609,"CHEV COBALT","Regular","1"
610,"VW VOYAGE","Regular","1"
611,"TOYOTA/YARIS SD","Regular","1"
612,"CHEVROLET/; COB","Regular","1"
613,"","Irregular","1"
614,"FORD/ KA","Regular","1"
615,"GM/CLASSIC LS","Regular","1"
616,"VW/VIRTUS SENSE","Regular","1"
617,"TOYOTA/ETIOS","Regular","1"
618,"CHEV/COBALT 1.8","Regular","1"
619,"FIAT/SIENA","Regular","1"
620,"CHEV / COBALT","Regular","1"
621,"FORD/KA","Regular","1"
622,"CHEV/CLASSIC","Regular","1"
623,"NISSAN/MARCH","Regular","1"
624,"TOYOTA/CROSS","Regular","1"
625,"VW/VIRTUS","Regular","1"
626,"FIAT/CRONOS","Regular","1"
627,"FIAT/DOBLO","Regular","1"
628,"CHEV/SPIN","Regular","1"
629,"CHEV/SPIN","Regular","1"
630,"FIAT/SIENA","Regular","1"
631,"","Irregular","1"
632,"VW/VIRTUS","Regular","1"
633,"ETIOS SD XLS1,5","Regular","1"
634,"CHEV/SPIN 1.8","Regular","1"
635,"FIAT DOBLO","Regular","1"
636,"FIAT/ FASTBACK","Regular","1"
637,"SPIN","Irregular","1"
638,"CHEV/TRACKER","Regular","1"
639,"FIAT CRONOS","Irregular","1"
640,"CHEV/SPIN 1.8","Regular","1"
641,"VW/ VOYAGE","Regular","1"
642,"CHEV/SPIN","Regular","1"
643,"TOYOTA","Regular","1"
644,"CHEV/ONIX PLUS","Regular","1"
645,"FIAT/SIENA","Regular","1"
646,"GM/COBALT","Regular","1"
647,"CHEV PRISMA","Regular","1"
648,"FIAT/DOBLO","Regular","1"
649,"NISSAN KICKS","Regular","1"
650,"RENAULT / LOGAN","Regular","1"
651,"VW/VIRTUS SENSE","Regular","1"
652,"HB20 HYUNDAI","Regular","1"
653,"CHEV PRISMA","Regular","1"
654,"CHEV/PRISMA","Regular","1"
655,"DOBLO ESSENCE","Regular","1"
656,"CHEV/CLASSIC","Irregular","1"
657,"CHEV COBALT","Regular","1"
658,"FORD/ FIETA","Regular","1"
659,"CHEV CLASSIC","Irregular","1"
660,"CHEV SPIN","Regular","1"
661,"GM/COBALT","Irregular","1"
662,"TOYOTA/CCROSS","Regular","1"
663,"FIAT SIENA","Irregular","1"
664,"CHEV/ONIX","Regular","1"
665,"FIAT \ IDEA","Regular","1"
666,"CHEV/SPIN","Regular","1"
667,"RENAULT/ DUSTER","Regular","1"
668,"CHEV/CLASSIC","Regular","1"
669,"FORD/KA SE 1.5","Regular","1"
670,"VW/VIRTUS MB","Regular","1"
671,"ONIX PLUS","Regular","1"
672,"VW/GOL","Regular","1"
673,"FORD/KA","Regular","1"
674,"FORD KA","Regular","1"
675,"FIATPALIO WEEK","Regular","1"
676,"CHEV/ ONIX PLUS","Regular","1"
677,"CHEV/TRACKER","Regular","1"
678,"HYUNDAY/HB20","Regular","1"
679,"HONDA/HR-V","Regular","1"
680,"","Irregular","1"
681,"FORD/ KA","Regular","1"
682,"FIAT/SIENA 1.4","Regular","1"
683,"CITROEN/C3","Regular","1"
684,"VW/VIRTUS AB","Regular","1"
685,"TOYOTA/CCROSS","Regular","1"
686,"GM/SPIN 1.8","Regular","1"
687,"CHEV/ONIX","Regular","1"
688,"","Regular","1"
689,"CHERY QQ","Irregular","1"
690,"FIAT SIENA","Regular","1"
691,"RENPULT/DUSTER","Regular","1"
692,"FIAT SIENA","Irregular","1"
693,"CHEV/ONIX","Regular","1"
694,"FIAT/SIENA","Regular","1"
695,"CHEV/PRISMA","Regular","1"
696,"VW/POLO","Regular","1"
697,"CHEV/TRACKER","Regular","1"
698,"TOYOTA/ALTIS","Regular","1"
699,"CHEV SPIN","Irregular","1"
700,"ONIX / PLUS","Regular","1"
701,"CHEV/COBALT","Regular","1"
702,"NISSAN/KICKS","Regular","1"
703,"VW/VIRTUS CL","Regular","1"
704,"VW/FOX","Irregular","1"
705,"CHEV CLASSIC","Regular","1"
706,"VW/VOYAGE","Irregular","1"
707,"FIAT/SIENA","Regular","1"
708,"VW/VOYAGE 1.6","Regular","1"
709,"CHEV/SPIN","Irregular","1"
710,"FIAT/PALIO","Regular","1"
711,"NISSAN VERSA","Regular","1"
712,"FIAT UNO WAY .","Regular","1"
713,"VW/POLO","Regular","1"
714,"VOYAGE 1.6","Regular","1"
715,"FIAT CRONOS","Regular","1"
716,"VW/VIRTUS SENSE","Regular","1"
717,"CHEV/PRISMA","Regular","1"
718,"CHEV/ONIX","Regular","1"
719,"TOYOTA/YARIS","Regular","1"
720,"HYUNDAI/HB20","Regular","1"
721,"CHEV/SPIN","Regular","1"
722,"GM/ CLASSIC LS","Regular","1"
723,"FIAT/SIENA","Irregular","1"
724,"FIAT/ SIENA 1.4","Regular","1"
725,"VW/VIRTUS AF","Irregular","1"
726,"CHEV/ TRACHER","Regular","1"
727,"CHEV/PRISMA","Regular","1"
728,"VW / POLO TRACK","Regular","1"
729,"RENAULT/CAPTUR","Regular","1"
730,"UNO MILLE","Regular","1"
731,"FIAT/SIENA 1.4","Regular","1"
732,"VOYAGE 1,6 CITY","Regular","1"
733,"CORSA SEDAN","Regular","1"
734,"CHEV PRISMA","Regular","1"
735,"CHERY","Regular","1"
736,"VW/POLO TRACK","Regular","1"
737,"FIAT SIENA 1.4","Regular","1"
738,"FIAT/PALIO","Irregular","1"
739,"FIAT SIENA","Irregular","1"
740,"VW/VIRTUS","Regular","1"
741,"FIAT/SIENA","Regular","1"
742,"FIAT/SIENA","Regular","1"
743,"","Regular","1"
744,"FIAT/CRONOS","Regular","1"
745,"CHEV/SPIN","Regular","1"
746,"FIAT CRONO","Regular","1"
747,"CLASSIC LS","Regular","1"
748,"CHEV PRISMA","Regular","1"
749,"HONDA/HRV","Regular","1"
750,"CHEV/PRISMA","Irregular","1"
751,"VW/POLO","Regular","1"
752,"VW/POLO","Irregular","1"
753,"CHEV/CLASSIC","Irregular","1"
754,"GM/PRISMA","Regular","1"
755,"TOYOTA/COROLLA","Regular","1"
756,"CHEV/TRANCKER","Irregular","1"
757,"VW/VOYAGE","Regular","1"
758,"TOYOTA/COROLLA","Regular","1"
759,"FIAT SIENA","Irregular","1"
760,"RENAULT/SANDERO","Regular","1"
761,"CHEV SPIN","Regular","1"
762,"VW/ VIRTUS","Regular","1"
763,"CHEV/COBAL","Regular","1"
764,"VW SPACE FOX","Regular","1"
765,"CHEV/ ONIX","Regular","1"
766,"SIENA ESSENCE","Regular","1"
767,"VW / NOVO FOX","Regular","1"
768,"FORD/KA SE 1.0","Irregular","1"
769,"FIAT/SIENA","Irregular","1"
770,"CHEV/ONIX","Regular","1"
771,"FORD/KA","Regular","1"
772,"CHEV/COBALT","Regular","1"
773,"VW/VIRTUS AB","Regular","1"
774,"GM CLASSIC","Regular","1"
775,"HYUNDAI/CRETA","Regular","1"
776,"COROLLA/ CROSS","Regular","1"
777,"VW/T CROSS","Regular","1"
778,"CHEV/ SPIN","Regular","1"
779,"FIAT/SIENA","Regular","1"
780,"FIAT/SIENA","Regular","1"
781,"CHEV/SPIN","Regular","1"
782,"HYUNDAI NEW CRE","Regular","1"
783,"GM/CORSA","Regular","1"
784,"TOYOTA/COROLLA","Regular","1"
785,"NISSAN KICKS","Regular","1"
786,"FIAT /SIENA","Regular","1"
787,"VW/VIRTUS","Regular","1"
788,"FIAT SIENA","Regular","1"
789,"FIAT SIENA","Regular","1"
790,"FIAT PALIO","Irregular","1"
791,"CHEV/TRACKER","Irregular","1"
792,"CHV/TRACKER","Regular","1"
793,"RENAULT/ LOGAN","Regular","1"
794,"CHEV/CLASSIC","Regular","1"
795,"CHEV/SPIN","Regular","1"
796,"TOYOTA/CCROSS","Regular","1"
797,"VW/VIRTUS","Regular","1"
798,"NISSAN/KICKS","Regular","1"
799,"TOYOTA/COROLLA","Irregular","1"
800,"","Regular","1"
801,"FIAT/SIENA","Regular","1"
802,"FIAT/SIENA","Regular","1"
803,"TOYOTA/CCROSS","Regular","1"
804,"CHV/COBALT","Regular","1"
805,"FIAT/ SIENA","Regular","1"
806,"CHEV/COBALT","Regular","1"
807,"RENAULT","Regular","1"
808,"VW/ VIRTUS","Regular","1"
809,"VW/FOX","Regular","1"
810,"TOYOTA/COROLLA","Regular","1"
811,"CLASSIC LS","Regular","1"
812,"CHEV/ONIX","Regular","1"
813,"HYUNDAI/CRETA","Regular","1"
814,"FIAT/SIENA","Regular","1"
815,"RENALT/LOGAN","Regular","1"
816,"CHEV/PRISMA","Irregular","1"
817,"FIAT/ CRONOS","Regular","1"
818,"VW/VIRTUS SENSE","Regular","1"
819,"TOYOTA/ETIOS SD","Regular","1"
820,"RENAULT/FLUENCE","Regular","1"
821,"CHEV/ONIX","Regular","1"
822,"VW/VIRTUS","Regular","1"
823,"","Irregular","1"
824,"CRONOS DRIVE","Regular","1"
825,"CHEV/ONIX","Regular","1"
826,"FIAT/SIENA","Regular","1"
827,"CHEV/COBALT","Regular","1"
828,"FORD/KA","Irregular","1"
829,"CHEV/TRACKER","Regular","1"
830,"VW/VOYAGE","Regular","1"
831,"SIENA/SIENA","Regular","1"
832,"NISSAN/KICKS","Regular","1"
833,"VW/ GOL","Irregular","1"
834,"FIAT/SIENA 1.4","Regular","1"
835,"FIAT/CRONOS","Regular","1"
836,"VW/VIRTUS","Regular","1"
837,"VW/VOYAGE","Regular","1"
838,"CHEV/TRACKER","Regular","1"
839,"COBALT 1.8 LT","Regular","1"
840,"RENAULT/LOGAN","Regular","1"
841,"RENALT/ KWID","Regular","1"
842,"VW/ VIRTUS","Regular","1"
843,"CLASSIC","Regular","1"
844,"FORD/KA","Regular","1"
845,"CHV / CLASSIC","Irregular","1"
846,"TOYOTA/YARIS","Regular","1"
847,"JEEP/COMPASS","Regular","1"
848,"COROLLA XEI20FL","Irregular","1"
849,"FIAT DOBLO","Irregular","1"
850,"CHEV/ONIX PLUS","Regular","1"
851,"FORD KA SE","Regular","1"
852,"CHEV/ONIX","Regular","1"
853,"FIAT/SIENA","Irregular","1"
855,"CHEV/TRACKER","Regular","1"
856,"CHEV/COBALT","Regular","1"
857,"FIAT/CRONOS","Regular","1"
858,"CHEV PRISMA","Regular","1"
859,"CHEV/ONIX PLUS","Regular","1"
860,"CHEV/SPIN","Regular","1"
861,"","Irregular","1"
862,"FORD / KA","Regular","1"
863,"CHEV/ONIX","Regular","1"
864,"CHEV/TRACKER","Regular","1"
865,"CHEV ONIX 10TAT","Regular","1"
866,"CHEV PRISMA","Regular","1"
867,"CHEV/ONIX","Regular","1"
868,"CITROEN/BASALT","Regular","1"
869,"CHEV / PRISMA","Regular","1"
870,"FORD/FIESTA","Regular","1"
871,"FIAT FASTBACK","Regular","1"
872,"FIAT/SIENA","Regular","1"
873,"VW/FOX","Regular","1"
874,"FIAT/SIENA","Regular","1"
875,"VW/VOYAGE 1.6","Irregular","1"
876,"NISSAN/KICKS","Regular","1"
877,"RENAULT/ DUSTER","Regular","1"
878,"CHEV/TRACKER","Regular","1"
879,"CHEV /SPIN","Regular","1"
880,"NISSAN/KICKS","Regular","1"
881,"CHEV/ONIX","Regular","1"
882,"CHEV/ONIX PLUS","Regular","1"
883,"FIAT/SIENA","Regular","1"
884,"FIAT/DOBLO 1.4","Regular","1"
885,"CLASSSIC","Regular","1"
886,"ONIX PLUS","Regular","1"
887,"TOYOTA/CCROSS","Regular","1"
888,"FIAT/DOBLO","Regular","1"
889,"TOYOTA/COROLLA","Regular","1"
890,"GM/MERIVA JOY","Regular","1"
891,"ONIX PLUS","Regular","1"
892,"RENALT KWID","Regular","1"
893,"VW/POLO MB","Regular","1"
894,"VW/UP","Regular","1"
895,"COROLLA CROSS X","Regular","1"
896,"COROLLA XEI","Regular","1"
897,"FIAT / IDEIA","Regular","1"
898,"CHEV/ONIX","Irregular","1"
899,"CHEV/PRISMA","Regular","1"
900,"CH/CLASSIC","Regular","1"
901,"FIAT/ SIENA","Regular","1"
902,"VW/VIRTUS","Regular","1"
903,"CHEV COBALT","Regular","1"
904,"CHEV/SPIN 1.8","Regular","1"
905,"CHEV/ONIX PLUS","Regular","1"
906,"FIAT SIENA","Regular","1"
907,"CHEV/PRISMA","Regular","1"
908,"FIAT/CRONOS","Regular","1"
909,"CHEV/SPIN","Regular","1"
910,"FIAT/SIENA","Regular","1"
911,"VW/POLO","Regular","1"
912,"FIAT UNO WAY","Regular","1"
913,"TOYOTA/ YARIS","Regular","1"
914,"CHEV / COBALT","Irregular","1"
915,"BYD/KIG GS","Regular","1"
916,"CHEV/ SPIN","Regular","1"
917,"CHEV/ SPIN","Regular","1"
918,"FIAT/CRONOS","Regular","1"
919,"FIAT DOBLO","Regular","1"
920,"VW VOYAGE","Irregular","1"
921,"COROLLA CROSS","Regular","1"
922,"TOYOTA/COROLLA","Regular","1"
923,"FIAT/ MOBI LIKE","Regular","1"
924,"CHEV SPIN","Regular","1"
925,"CHEV/SPIN","Regular","1"
926,"VW / VIRTUS HL","Regular","1"
927,"RENOULT/LOGAN","Regular","1"
928,"CHEV/ONIX PLUS","Regular","1"
929,"VW/NIVUS HL","Regular","1"
930,"TOYOTA/YARIS","Regular","1"
931,"COROLLA/CROSS","Regular","1"
932,"CHEV/CLASSIC","Irregular","1"
933,"CHEV/PRISMA 1.0","Regular","1"
934,"CHERY TIGGO 1.5","Regular","1"
935,"SPIN 1.8 LTZ","Regular","1"
936,"VW/POLO SENSE","Regular","1"
937,"VW/NOVO FOX","Regular","1"
938,"VW/POLO TRACK","Regular","1"
939,"HYUDAI/CRETA","Irregular","1"
940,"TOYOTA/CCROSS","Regular","1"
941,"","Irregular","1"
942,"VW/GOL","Irregular","1"
943,"TOYTA/YARIS","Regular","1"
944,"CLASSIC LS","Regular","1"
945,"CHEV/TRACKER","Regular","1"
946,"CHEV / COBALT","Regular","1"
947,"TOYOTA/COROLLA","Regular","1"
948,"VW/VIRTUS","Regular","1"
949,"CHEV/COBALT","Regular","1"
950,"VW/ GOL","Regular","1"
951,"CHEV/PRISMA","Regular","1"
952,"CHEVL/ONIX","Regular","1"
953,"CHEV/ONIX","Irregular","1"
954,"HYUNDAI/HB20","Regular","1"
955,"FIAT/SIENA","Regular","1"
956,"I/FIAT CRONOS","Regular","1"
957,"FIAT/DOBLO","Regular","1"
958,"VW/NOVO VOYAGE","Regular","1"
959,"FOX EXTREME","Regular","1"
960,"TOYOTA/YARIS","Regular","1"
961,"TOYOTA/CCROSS","Regular","1"
962,"VW/VIRTUS","Regular","1"
963,"CHEV/ ONIX","Regular","1"
964,"CHEV/SPIN","Regular","1"
965,"BYD DOLPHIN","Regular","1"
966,"CHEV PRISMA","Regular","1"
967,"GM CORSA SEDAN","Regular","1"
968,"VW/VIRTUS","Regular","1"
969,"CHEV/ONIX PLUS","Regular","1"
970,"CHEV/PRISMA","Regular","1"
971,"HONDA /CITY","Regular","1"
972,"CHEV / CLASSIC","Irregular","1"
973,"CHEV/ONIX","Regular","1"
974,"DOBLO 1.4","Regular","1"
975,"CHEV/ CLASSIC","Regular","1"
976,"T-CROSS TSI","Regular","1"
977,"ONIX PLUS","Regular","1"
978,"ONIX PLUS","Regular","1"
979,"FIAT/CRONOS","Regular","1"
980,"FIAT/ DOBLO","Irregular","1"
981,"TOYOTA/CCROSS","Regular","1"
982,"CORSA/CLASSIC","Irregular","1"
983,"CHEV/ SPIN","Regular","1"
984,"VW/VIRTUS","Regular","1"
985,"CHEV PRISMA","Regular","1"
986,"FIAT/UNO","Regular","1"
987,"GM/SPIN","Irregular","1"
988,"CHEV CLASSIC","Regular","1"
989,"TOYOTA/COROLLA","Regular","1"
990,"CHEV/TRACKER","Regular","1"
991,"FIAT/SIENA","Regular","1"
992,"CORSA SEDAN","Irregular","1"
993,"CHEV/COBALT","Regular","1"
994,"TOYOTA YARIS","Regular","1"
995,"RENALT/SANDERO","Irregular","1"
996,"","Irregular","1"
997,"FIAT/SIENA","Regular","1"
998,"POLO","Regular","1"
999,"NISSAN KICKS","Regular","1"
1000,"CH/SPIN 1.8L","Regular","1"
1001,"CHEV SPIN","Regular","1"
1002,"RENAULT LOGAN","Irregular","1"
1003,"VW/VIRTUS SENSE","Regular","1"
1004,"VW/FORD","Regular","1"
1005,"FIAT CRONOS","Regular","1"
1006,"CHEV/TRACKER","Regular","1"
1007,"","Regular","1"
1008,"CHEV PRISMA","Regular","1"
1009,"CLASSIC","Regular","1"
1010,"VW/NIVUS HL","Regular","1"
1011,"FIAT/SIENA","Regular","1"
1012,"TOYOTA ETIOS","Irregular","1"
1013,"VW/VOYAGE","Regular","1"
1014,"CHEV SPIN","Regular","1"
1015,"VW/POLO/TRACK","Regular","1"
1016,"HYUNDAI/HB20","Irregular","1"
1017,"VW/VIRTUS CL","Regular","1"
1018,"CHEV/ONIX","Regular","1"
1019,"VW/VIRTUS","Regular","1"
1020,"VW/VIRTUS","Regular","1"
1021,"CHEV/SPIN","Regular","1"
1022,"CHEV/PRISMA","Regular","1"
1023,"CHEVONIX","Irregular","1"
1024,"CHEV/SPIN","Regular","1"
1025,"TOYOTA/ COROLLA","Regular","1"
1026,"CHEV/COBAL","Irregular","1"
1027,"CHEV SPIN 18L","Irregular","1"
1028,"FIAT/SIENA","Regular","1"
1029,"GM/PRISMA","Regular","1"
1030,"TOYOTA/COROLLA","Regular","1"
1031,"FIAT/CRONOS","Regular","1"
1032,"CHEV/CORSA","Irregular","1"
1033,"FIAT/SIENA","Regular","1"
1034,"BASALT/SHINE","Regular","1"
1035,"RENAULT/LOGAN","Regular","1"
1036,"CHEV/PRISMA","Regular","1"
1037,"VW/VOYAGE","Regular","1"
1038,"CHEV COBALT","Regular","1"
1039,"","Irregular","1"
1040,"FIAT/MOBI","Regular","1"
1041,"VW/VIRTUS","Regular","1"
1042,"","Regular","1"
1043,"CHEV / ONIX","Regular","1"
1044,"FIAT UNO","Regular","1"
1045,"TOYOTA/CCROSS","Regular","1"
1046,"FORD/KA SE","Regular","1"
1047,"CHEV/SPIN 1.8","Regular","1"
1048,"VW/VOYAGE","Regular","1"
1049,"FIAT/SIENA","Regular","1"
1050,"COROLLA/CROSS","Regular","1"
1051,"CHEV/TRACKER","Regular","1"
1052,"FIAT/CRONOS","Regular","1"
1053,"COROLLA/CROSS","Irregular","1"
1054,"VOYAGE","Irregular","1"
1055,"RENAULT/DUSTER","Regular","1"
1056,"","Regular","1"
1057,"VW/CROSS","Regular","1"
1058,"HYUNDAI","Regular","1"
1059,"CHEV/CLASIC","Regular","1"
1060,"VW/NOVO FOX CL","Irregular","1"
1061,"VW/VIRTUS","Regular","1"
1062,"GM/CORSA","Irregular","1"
1063,"TOYOTA   YARIS","Regular","1"
1064,"JEEP/RENEGADE","Regular","1"
1065,"CHEV/ONIX PLUS","Irregular","1"
1066,"FIAT/SIENA","Regular","1"
1067,"TOYOTA/CROSS","Regular","1"
1068,"CHEV/ ONIX","Regular","1"
1069,"FIAT/SIENA","Regular","1"
1070,"RENAULT/DUTER","Regular","1"
1071,"CHEV/COBRALT","Regular","1"
1072,"","Regular","1"
1073,"RENAULT/SANDERO","Regular","1"
1074,"GM/CLASSIC LS","Regular","1"
1075,"FORD/FOCUS SE","Regular","1"
1076,"FIAT/SIENA","Regular","1"
1077,"I/VW/TAOS HL TS","Regular","1"
1078,"CHEV/CLASSIC LS","Regular","1"
1079,"NISSAN/KICKS","Regular","1"
1080,"CHEV/SPIN","Regular","1"
1081,"FIAT/PULSE","Regular","1"
1082,"CHE/CLASSIC","Regular","1"
1083,"TOYOTA/COROLLA","Regular","1"
1084,"VOYAGE 1.0","Irregular","1"
1085,"VW FOX","Regular","1"
1086,"VW/VOYAGE","Regular","1"
1087,"COROLLA XEI","Regular","1"
1088,"RENAULT/DUSTER","Regular","1"
1089,"FIAT/DOBLO","Regular","1"
1090,"CHEV/ONIX","Regular","1"
1091,"TOYOTA/CCROSS","Regular","1"
1092,"HYUNDAI/HB20S","Regular","1"
1093,"VW/VOYAGE","Regular","1"
1094,"HYUNDAI","Regular","1"
1095,"JEEP/COMPASS","Regular","1"
1096,"FIAT/CRONOS","Regular","1"
1097,"RENAULT/LOGAN","Regular","1"
1098,"VW/VIRTUS SENSE","Regular","1"
1099,"CHEV/ONIX","Regular","1"
1100,"CHEV/SPIN 1.8","Irregular","1"
1101,"FIAT / SIENA","Regular","1"
1102,"FIAT/PULSE","Regular","1"
1103,"CHEV/TRACKER","Irregular","1"
1104,"CHEV/ONIX PLUS","Regular","1"
1105,"CHEV/SPIN","Regular","1"
1106,"CHEV/TRACKER","Regular","1"
1107,"NISSAN/KICKS","Irregular","1"
1108,"VW/POLO TRACK","Regular","1"
1109,"VW/VIRTUS SENSE","Regular","1"
1110,"VW/POLO TRACK M","Regular","1"
1111,"VW/VIRTUS","Regular","1"
1112,"","Regular","1"
1113,"CHEV/SPIN","Regular","1"
1114,"HONDA/CIVIC EXL","Regular","1"
1115,"TOYOTA/ETIOS","Irregular","1"
1116,"CHEV / PRISMA","Regular","1"
1117,"CHE/ONIX PLUS","Regular","1"
1118,"FIAT/CRONOS","Regular","1"
1119,"FIAT / CRONOS","Regular","1"
1120,"GM/ CLASSIC LS","Regular","1"
1121,"FIAT CRONOS","Regular","1"
1122,"FIAT/SIENA","Regular","1"
1123,"TOYOTA CROSS XR","Regular","1"
1124,"CHEV/OMIX","Regular","1"
1125,"FIAT/CRONOS 1.3","Regular","1"
1126,"GM/CLASSIC","Regular","1"
1127,"VW/VOYAGE","Regular","1"
1128,"CHEV-SPIN","Regular","1"
1129,"CHEV/ CLASSIC","Regular","1"
1130,"FIAT/CRONOS","Regular","1"
1131,"CHEV PRISMA","Regular","1"
1132,"FIAT/CRONOS","Regular","1"
1133,"CHEV/SPIN 18L A","Regular","1"
1134,"FIAT/WEEKEND","Regular","1"
1135,"VW VOYAGE","Regular","1"
1136,"CHEV/ COBALT","Regular","1"
1137,"FIAT/CRONOS","Irregular","1"
1138,"VW/GOL","Regular","1"
1139,"TOYOTA/COROLLA","Irregular","1"
1140,"CHEV/ONIX","Regular","1"
1141,"CHEV COBALT","Irregular","1"
1142,"CHEV/SPIN","Regular","1"
1143,"FIAT/SIENA 1.4","Irregular","1"
1144,"VW/VIRTUS","Regular","1"
1145,"TOYOTA/COROLLA","Regular","1"
1146,"VW/VIRTUS SENSE","Regular","1"
1147,"HONDA/TOURIG","Regular","1"
1148,"FIAT/UNO","Regular","1"
1149,"CHEV/ONIX","Regular","1"
1150,"CHEV ONIX PLUS","Regular","1"
1151,"FIAT/SIENA","Regular","1"
1152,"CHEV/PRISMA","Regular","1"
1153,"CHEV/PRISMA","Regular","1"
1154,"TOYOTA ETIOS","Regular","1"
1155,"CHEV/COBALT 1.8","Regular","1"
1156,"CITROEN/C3","Regular","1"
1157,"FORD/KA","Regular","1"
1158,"FIAT/SIENA","Regular","1"
1159,"COROLLA XEI","Regular","1"
1160,"SIENA TETRAFUEL","Irregular","1"
1161,"TOYOTA/YARIS","Regular","1"
1162,"VW/VIRTUS","Regular","1"
1163,"CLASSIC LS","Regular","1"
1164,"CHERY TIGGO","Irregular","1"
1165,"TOYOTA/COROLLA","Regular","1"
1166,"VW NOVO VOYAGE","Regular","1"
1167,"FIAT/SIENA","Irregular","1"
1168,"CHEV/SPIN","Regular","1"
1169,"FIAT/ SIENA 1.4","Regular","1"
1170,"CHEVROLET/ONIX","Regular","1"
1171,"FIAT SIENA","Regular","1"
1172,"FIAT/SIENA","Regular","1"
1173,"VW/POLO TRACK M","Regular","1"
1174,"","Regular","1"
1175,"CHEV TRACKER","Regular","1"
